"UNIPROT","GO","GONAME","ONTOLOGY"
"B2RU80","GO:0008347","glial cell migration","BP"
"B2RU80","GO:0016020","membrane","CC"
"B2RU80","GO:0016311","dephosphorylation","BP"
"B2RU80","GO:0043235","receptor complex","CC"
"B2RU80","GO:0045296","cadherin binding","MF"
"B2RU80","GO:1990264","peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","BP"
"B2RUJ5","GO:0001540","amyloid-beta binding","MF"
"B2RUJ5","GO:0001701","in utero embryonic development","BP"
"B2RUJ5","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","MF"
"B2RUJ5","GO:0005634","nucleus","CC"
"B2RUJ5","GO:0005737","cytoplasm","CC"
"B2RUJ5","GO:0005794","Golgi apparatus","CC"
"B2RUJ5","GO:0005829","cytosol","CC"
"B2RUJ5","GO:0005886","plasma membrane","CC"
"B2RUJ5","GO:0006886","intracellular protein transport","BP"
"B2RUJ5","GO:0007268","chemical synaptic transmission","BP"
"B2RUJ5","GO:0007626","locomotory behavior","BP"
"B2RUJ5","GO:0010468","regulation of gene expression","BP"
"B2RUJ5","GO:0014047","glutamate secretion","BP"
"B2RUJ5","GO:0014051","gamma-aminobutyric acid secretion","BP"
"B2RUJ5","GO:0016020","membrane","CC"
"B2RUJ5","GO:0019901","protein kinase binding","MF"
"B2RUJ5","GO:0030165","PDZ domain binding","MF"
"B2RUJ5","GO:0032991","protein-containing complex","CC"
"B2RUJ5","GO:0035264","multicellular organism growth","BP"
"B2RUJ5","GO:0043197","dendritic spine","CC"
"B2RUJ5","GO:0044877","protein-containing complex binding","MF"
"B2RUJ5","GO:0048471","perinuclear region of cytoplasm","CC"
"B2RUJ5","GO:0048787","presynaptic active zone membrane","CC"
"B2RUJ5","GO:0051649","establishment of localization in cell","BP"
"B2RUJ5","GO:0098685","Schaffer collateral - CA1 synapse","CC"
"B2RUJ5","GO:0098978","glutamatergic synapse","CC"
"B2RUJ5","GO:0099171","presynaptic modulation of chemical synaptic transmission","BP"
"B2RUP2","GO:0002432","granuloma formation","BP"
"B2RUP2","GO:0002467","germinal center formation","BP"
"B2RUP2","GO:0005764","lysosome","CC"
"B2RUP2","GO:0005770","late endosome","CC"
"B2RUP2","GO:0005829","cytosol","CC"
"B2RUP2","GO:0006909","phagocytosis","BP"
"B2RUP2","GO:0016020","membrane","CC"
"B2RUP2","GO:0031267","small GTPase binding","MF"
"B2RUP2","GO:0033093","Weibel-Palade body","CC"
"B2RUP2","GO:0043231","intracellular membrane-bounded organelle","CC"
"B2RUP2","GO:0043304","regulation of mast cell degranulation","BP"
"B2RUP2","GO:0043320","natural killer cell degranulation","BP"
"B2RUP2","GO:0045921","positive regulation of exocytosis","BP"
"B2RUP2","GO:0046872","metal ion binding","MF"
"B2RUP2","GO:0046903","secretion","BP"
"B2RUP2","GO:0051607","defense response to virus","BP"
"B2RUP2","GO:0051649","establishment of localization in cell","BP"
"B2RUP2","GO:0055037","recycling endosome","CC"
"B2RUP2","GO:0061789","dense core granule priming","BP"
"B2RUP2","GO:0070382","exocytic vesicle","CC"
"B2RUP2","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","BP"
"B2RUP2","GO:1903307","positive regulation of regulated secretory pathway","BP"
"B2RUR8","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"B2RUR8","GO:0001701","in utero embryonic development","BP"
"B2RUR8","GO:0002250","adaptive immune response","BP"
"B2RUR8","GO:0002385","mucosal immune response","BP"
"B2RUR8","GO:0003677","DNA binding","MF"
"B2RUR8","GO:0004843","cysteine-type deubiquitinase activity","MF"
"B2RUR8","GO:0005634","nucleus","CC"
"B2RUR8","GO:0005737","cytoplasm","CC"
"B2RUR8","GO:0006508","proteolysis","BP"
"B2RUR8","GO:0008234","cysteine-type peptidase activity","MF"
"B2RUR8","GO:0008270","zinc ion binding","MF"
"B2RUR8","GO:0032717","negative regulation of interleukin-8 production","BP"
"B2RUR8","GO:0035871","protein K11-linked deubiquitination","BP"
"B2RUR8","GO:0043124","negative regulation of canonical NF-kappaB signal transduction","BP"
"B2RUR8","GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","MF"
"B2RUR8","GO:0070536","protein K63-linked deubiquitination","BP"
"B2RUR8","GO:0071108","protein K48-linked deubiquitination","BP"
"B2RUR8","GO:1900181","negative regulation of protein localization to nucleus","BP"
"B2RUR8","GO:1990380","K48-linked deubiquitinase activity","MF"
"B2RVY9","GO:0005886","plasma membrane","CC"
"B2RVY9","GO:0007517","muscle organ development","BP"
"B2RVY9","GO:0014906","myotube cell development involved in skeletal muscle regeneration","BP"
"B2RVY9","GO:0014908","myotube differentiation involved in skeletal muscle regeneration","BP"
"B2RVY9","GO:0045662","negative regulation of myoblast differentiation","BP"
"B2RVY9","GO:1901740","negative regulation of myoblast fusion","BP"
"B2RW38","GO:0005737","cytoplasm","CC"
"B2RW38","GO:0005813","centrosome","CC"
"B2RW38","GO:0005856","cytoskeleton","CC"
"B2RW38","GO:0007219","Notch signaling pathway","BP"
"B2RW38","GO:0007288","sperm axoneme assembly","BP"
"B2RW38","GO:0030317","flagellated sperm motility","BP"
"B2RW38","GO:0036126","sperm flagellum","CC"
"B2RW38","GO:0060271","cilium assembly","BP"
"B2RW38","GO:0097225","sperm midpiece","CC"
"B2RW38","GO:0120229","protein localization to motile cilium","BP"
"B2RW38","GO:0120316","sperm flagellum assembly","BP"
"B2RW38","GO:0120317","sperm mitochondrial sheath assembly","BP"
"B2RWS6","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"B2RWS6","GO:0000123","histone acetyltransferase complex","CC"
"B2RWS6","GO:0000785","chromatin","CC"
"B2RWS6","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"B2RWS6","GO:0000987","cis-regulatory region sequence-specific DNA binding","MF"
"B2RWS6","GO:0001221","transcription coregulator binding","MF"
"B2RWS6","GO:0001223","transcription coactivator binding","MF"
"B2RWS6","GO:0001666","response to hypoxia","BP"
"B2RWS6","GO:0001756","somitogenesis","BP"
"B2RWS6","GO:0001934","positive regulation of protein phosphorylation","BP"
"B2RWS6","GO:0001966","thigmotaxis","BP"
"B2RWS6","GO:0002039","p53 binding","MF"
"B2RWS6","GO:0002209","behavioral defense response","BP"
"B2RWS6","GO:0003677","DNA binding","MF"
"B2RWS6","GO:0003682","chromatin binding","MF"
"B2RWS6","GO:0003684","damaged DNA binding","MF"
"B2RWS6","GO:0003713","transcription coactivator activity","MF"
"B2RWS6","GO:0003823","antigen binding","MF"
"B2RWS6","GO:0004402","histone acetyltransferase activity","MF"
"B2RWS6","GO:0004468","lysine N-acetyltransferase activity, acting on acetyl phosphate as donor","MF"
"B2RWS6","GO:0005634","nucleus","CC"
"B2RWS6","GO:0005654","nucleoplasm","CC"
"B2RWS6","GO:0005667","transcription regulator complex","CC"
"B2RWS6","GO:0005737","cytoplasm","CC"
"B2RWS6","GO:0005829","cytosol","CC"
"B2RWS6","GO:0006110","regulation of glycolytic process","BP"
"B2RWS6","GO:0006338","chromatin remodeling","BP"
"B2RWS6","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"B2RWS6","GO:0006366","transcription by RNA polymerase II","BP"
"B2RWS6","GO:0006473","protein acetylation","BP"
"B2RWS6","GO:0006475","internal protein amino acid acetylation","BP"
"B2RWS6","GO:0006915","apoptotic process","BP"
"B2RWS6","GO:0007049","cell cycle","BP"
"B2RWS6","GO:0007249","canonical NF-kappaB signal transduction","BP"
"B2RWS6","GO:0007507","heart development","BP"
"B2RWS6","GO:0007519","skeletal muscle tissue development","BP"
"B2RWS6","GO:0007611","learning or memory","BP"
"B2RWS6","GO:0007623","circadian rhythm","BP"
"B2RWS6","GO:0008013","beta-catenin binding","MF"
"B2RWS6","GO:0008270","zinc ion binding","MF"
"B2RWS6","GO:0009410","response to xenobiotic stimulus","BP"
"B2RWS6","GO:0009749","response to glucose","BP"
